anatomy_keyword	description	Uberon_term_ID	Uberon_term_name
FMA:13365	The caudate lobe (posterior hepatic segment I, Spigelian lobe) is situated upon the postero-superior surface of the liver on the right lobe of the liver, opposite the tenth and eleventh thoracic vertebrae. It is bounded on the left side by the physiological division of the liver called the ligamentum venosum. It is bounded, below, by the porta; on the right, by the fossa for the inferior vena cava; and, on the left, by the fossa for the ductus venosus. It looks backward, being nearly vertical in position; it is longer from above downward than from side to side, and is somewhat concave in the transverse direction. The caudate process is a small elevation of the hepatic substance extending obliquely and laterally, from the lower extremity of the caudate lobe to the under surface of the right lobe. It is situated behind the porta, and separates the fossa for the gall-bladder from the commencement of the fossa for the inferior vena cava. Budd-Chiari syndrome, caused by occlusion of hepatic venous outflow, can lead to hypertrophy of the caudate lobe due to its own caval anastomosis that allows for continued function of this lobe of the liver. [WP,unvetted].	UBERON:0001117	caudate lobe of liver
FMA:13367	A lobe of tissue that is part of a thyroid gland.	UBERON:0001118	lobe of thyroid gland
FMA:13368	A lobe of thyroid gland that is in the right side of a thyroid gland.	UBERON:0001119	right lobe of thyroid gland
FMA:13369	A lobe of thyroid gland that is in the left side of a thyroid gland.	UBERON:0001120	left lobe of thyroid gland
FMA:13370	The Longus colli muscle is a muscle of the human body. The Longus colli is situated on the anterior surface of the vertebral column, between the atlas and the third thoracic vertebra. It is broad in the middle, narrow and pointed at either end, and consists of three portions, a superior oblique, an inferior oblique, and a vertical. The superior oblique portion arises from the anterior tubercles of the transverse processes of the third, fourth, and fifth cervical vertebræ and, ascending obliquely with a medial inclination, is inserted by a narrow tendon into the tubercle on the anterior arch of the atlas. The inferior oblique portion, the smallest part of the muscle, arises from the front of the bodies of the first two or three thoracic vertebræ; and, ascending obliquely in a lateral direction, is inserted into the anterior tubercles of the transverse processes of the fifth and sixth cervical vertebræ. The vertical portion arises, below, from the front of the bodies of the upper three thoracic and lower three cervical vertebræ, and is inserted into the front of the bodies of the second, third, and fourth cervical vertebræ. [WP,unvetted].	UBERON:0001121	longus colli muscle
FMA:13385	The Scalenus anterior (Scalenus anticus), also known as anterior scalene muscle, lies deeply at the side of the neck, behind the Sternocleidomastoideus. It arises from the anterior tubercles of the transverse processes of the third, fourth, fifth, and sixth cervical vertebrC&, and descending, almost vertically, is inserted by a narrow, flat tendon into the scalene tubercle on the inner border of the first rib, and into the ridge on the upper surface of the rib in front of the subclavian groove.	UBERON:0008622	scalenus anterior
FMA:13386	The Scalenus medius, the largest and longest of the three scalene muscles, arises from the posterior tubercles of the transverse processes of the lower six cervical vertebræ. It descendes along the side of the vertebral column to insert by a broad attachment into the upper surface of the first rib, between the tubercle and the subclavian groove. The brachial plexus and the subclavian artery pass anterior to it. Because it elevates the upper ribs, the middle scalene muscle is also one of the accessory muscles of respiration. [WP,unvetted].	UBERON:0001122	scalenus medius
FMA:13387	The Scalenus posterior (Scalenus posticus), the smallest and most deeply seated of the three Scaleni, arises, by two or three separate tendons, from the posterior tubercles of the transverse processes of the lower two or three cervical vertebræ, and is inserted by a thin tendon into the outer surface of the second rib, behind the attachment of the serratus ventralis. It is occasionally blended with the Scalenus medius. [WP,unvetted].	UBERON:0001123	scalenus posterior
FMA:13394	Endochondral bone that is dorsoventrally compressed and provides attachment site for muscles of the pectoral appendage.	UBERON:0006849	scapula
FMA:13397	The serratus ventralis is a muscle that originates on the surface of the upper eight or nine ribs at the side of the chest and inserts along the entire anterior length of the medial border of the scapula. [WP,unvetted].	UBERON:0001125	serratus ventralis
FMA:13400		UBERON:0011217	serratus dorsalis muscle
FMA:13401	The serratus dorsalis superior is a thin, quadrilateral muscle, situated at the upper and back part of the thorax. It arises by a thin and broad aponeurosis from the lower part of the ligamentum nuchae, from the spinous processes of the seventh cervical and upper two or three thoracic vertebræ and from the supraspinal ligament. Inclining downward and lateralward it becomes muscular, and is inserted, by four fleshy digitations, into the upper borders of the second, third, fourth, and fifth ribs, a little beyond their angles. [WP,unvetted].	UBERON:0001126	serratus dorsalis superior muscle
FMA:13402	A muscle that originates from the vertebrae and inserts in the ribs.	UBERON:0001127	serratus dorsalis inferior muscle
FMA:13407	A paired muscle in the superficial layers of the anterior portion of the neck. It acts to flex and rotate the head. It also acts as an accessory muscle of inspiration, along with the scalene muscles of the neck. [WP,unvetted].	UBERON:0001128	sternocleidomastoid
FMA:13410	The Subclavius is a small triangular muscle, placed between the clavicle and the first rib. Along with the pectoralis major and pectoralis minor muscles, the subclavius muscle makes up the anterior wall of the axilla.	UBERON:0008779	subclavius
FMA:13413	The subscapularis is a large triangular muscle which fills the subscapular fossa and inserts into the lesser tubercle of the humerus and the front of the capsule of the shoulder-joint. [WP,unvetted].	UBERON:0001129	subscapularis muscle
FMA:13421	A small ligament attached to the superior surface of the pulmonary trunk and the inferior surface of the aortic arch. It is a nonfunctional vestige of the ductus arteriosus, and is formed within three weeks of birth. The ligamentum arteriosum is closely related to the left recurrent laryngeal nerve, a branch of the left vagus nerve. After splitting from the left vagus nerve, the left recurrent laryngeal loops around the aortic arch posterior to the ligamentum arteriosum, after which it ascends to the larynx[WP].	UBERON:0007642	ligamentum arteriosum
FMA:13423		UBERON:0003673	ligamentum flavum
FMA:13427	A fibrous membrane, which, in the neck, represents the supraspinal ligaments of the upper vertebrae.	UBERON:0000351	nuchal ligament
FMA:13453	the triangular ridge on the dorsal aspect of the scapula which separates the supra- from the infraspinatous fossa and where the trapezius and deltoid muscles are attached	UBERON:0004651	scapula spine
FMA:13455	A process of the scapula in most mammals representing the remnant of the coracoid bone of lower vertebrates thas has become fused with the scapula.	UBERON:0006633	coracoid process of scapula
FMA:13478	Subdivision of skeletal system that consists of all the vertebra and associated skeletal elements and joints in the body[modified from VSAO].	UBERON:0001130	vertebral column
FMA:13479	A foramen within a vertebral element through which the spinal cord runs. It is formed by the anterior segment, and the posterior part, the vertebral arch.	UBERON:0001131	vertebral foramen
FMA:13480	A vertebral foramen that is part of a cervical vertebra.	UBERON:0008429	cervical vertebral foramen
FMA:13550	the jelly-like substance in the middle of the spinal disc which is a remnant of the notochord	UBERON:0002242	nucleus pulposus
FMA:13551	The ring of fibrocartilage and fibrous tissue forming the circumference of the intervertebral disc; surrounds the nucleus pulposus, which is prone to herniation when the annulus fibrosus is compromised.	UBERON:0004715	annulus fibrosus disci intervertebralis
FMA:13668	A vertebral arch joint that is part of a cervical region of vertebral column.	UBERON:0016404	cervical vertebral arch joint
FMA:13884	An anatomical wall that is part of a cardiac ventricle [Automatically generated definition].	UBERON:0004784	heart ventricle wall
FMA:13889	The pituitary gland is an endocrine gland that secretes hormones that regulate many other glands [GO]. An endocrine gland located ventral to the diencephalon and derived from mixed neuroectodermal and non neuroectodermal origin [ZFIN].	UBERON:0000007	pituitary gland
FMA:13890	The parathyroid gland is an endocrine gland for secretion of parathyroid hormone, usually found as a pair, embedded in the connective tissue capsule on the posterior surface of the thyroid gland. Parathyroid regulates calcium and phosphorous metabolism.	UBERON:0001132	parathyroid gland
